<start> a person puts out the tongue <end>,1026
"<start> Close up of a woman making facial gestures, during a stage performance. <end>",2660
<start> Colorful chemical reactions shown in a beaker of fluid. <end>,4336
<start> a little child making faces on a train <end>,1503
"<start> Ben Afflick, responding to someone touching his beard. <end>",1941
<start> Car on wet road spins in complete circle and drives on <end>,2858
<start> a fist fight between two young men <end>,3387
<start> A professional basketball walks through the hallway of an indoor arena <end>,4754
<start> a man hurt himself with a party horn <end>,861
<start> three men talking on a TV sport show <end>,2946
<start> President Trump listening to someone talk. <end>,3145
<start> Two Asian girls wearing purple sweatshirts stand on a street <end>,4285
<start> a baseball player walks and dances in a baseball stadium <end>,1180
"<start> at night, a woman speaks and eats <end>",389
"<start> On a talk show, Oprah holds up four fingers together <end>",4648
<start> 3 men are paddling on a water at daytime. <end>,309
"<start> Two males, one bigger than other, fight in a classroom. <end>",4127
"<start> Inside, puppy runs up the steps. <end>",5348
<start> three snowman plush toys wiggling on the floor at daytime <end>,866
<start> Elmo the cartoon character hugs a small child outdoors during the day <end>,4716
<start> Clips of a white actress doing kitchen chores to music. <end>,2486
"<start> On rainy streetside, one person picks up another in his arms <end>",4200
<start> a football player dancing during a football game <end>,916
<start> many people hold long trampoline and person does double somersault <end>,2312
<start> a person is wearing dark shades <end>,880
"<start> In QVC ad, man overturns table and other man holds blender <end>",2177
<start> Two people run into each other. <end>,2533
<start> 5 people perform in a tv show <end>,500
<start> 2 women dance together in a tv show <end>,1565
<start> a person jumping out of a subway train <end>,762
<start> Young man showing a wad of money and flipping his hat. <end>,3985
<start> white man talking to the microphone at a press conference <end>,1634
<start> boy smiles into the camera outdoors at daytime <end>,733
<start> a girl dances by moving her hands and legs onstage <end>,495
<start> Young asian wearing glasses dressed in donkey costume. <end>,4242
<start> fans chanting to celebrate a goal of a soccer player <end>,3471
<start> a person getting hit by a soccer ball <end>,390
<start> A young man shows how his iphone pops popcorn. <end>,4427
<start> asian guy dancing on a stage <end>,653
<start> a woman wears a mask indoors at daytime <end>,1283
<start> Men in suits are sitting and watching a game. <end>,3353
<start> man lies down into a bathtub in a bathroom <end>,1398
<start> Small Child drove her pink car <end>,2850
<start> a boy is sitting in the dark back of a driving car. <end>,347
"<start> A video showing facebook likes of a bed, nutella jar and toilet <end>",4326
<start> white man holding a speech behind a lectern <end>,1805
"<start> Indoor ball court, man throws blue ball at head of another <end>",3308
<start> A bicycle race through a line of spectators during the day <end>,4700
<start> Man being invited to a banana party and his arrival. <end>,2049
"<start> A pretty young asian girl, singing on stage in a bunny costume. <end>",2702
<start> a man hits a tree in a wood at daytime <end>,1914
<start> A blue car is turning around in circles. <end>,4181
"<start> Male performer in empty stadium, practicing performance timing within a song selection. <end>",3389
<start> a grey striped cat is looking angry into the camera and snorting <end>,1295
<start> Boy plays two flutes simultaneously using each nostril to do so. <end>,2012
<start> An Asian girl talking and shaking her head up and down. <end>,3119
<start> Man in car blows sound from straw <end>,2001
<start> Young woman speaks in Italian to a man who isn't shown <end>,2211
<start> on a podium a group of artists present some synchronous artistic figures <end>,1383
<start> a man jumps at a wall <end>,1075
<start> a man is dancing on a street at daytime <end>,1653
<start> A man is walking towards another man. <end>,3190
<start> Football players stand close together and move from side to side <end>,4535
<start> Japanese people cheering wearing an LA baseball hat. <end>,4811
<start> two men fighting in a ring <end>,2923
<start> a man smiles on a soccer field <end>,1799
<start> A blue substance is granular above the water but becomes solid below. <end>,4391
<start> A Florida candidate smiling on introduction at rally. <end>,3492
<start> Several people wearing purple and yellow wave yellow signs over their heads <end>,4756
<start> police man in a white shirt smoking in a room at daytime <end>,1679
<start> 3 children talk into the camera indoors <end>,1711
<start> group of asian boys standing outside at daytime <end>,1577
<start> Video of chickens being mutilated in a grinder. <end>,3364
"<start> Two cats lick a kind of a lizard, on a sofa. <end>",2994
<start> Guy practicing the wrong lyrics and being coached by a buddy. <end>,2208
<start> Young woman twerking in the kitchen while preparing food. <end>,3112
<start> A black cat rolls down the stairs. <end>,2370
<start> Young Male sings of his future plans to his girl friend <end>,2329
"<start> A young woman with an ear piece stops and cheers, <end>",3463
<start> Asian man kisses cheek of another leaving lipstick marks <end>,3060
<start> 2 asian boys are playing with toys in a room. <end>,220
<start> a woman moves her butt and falls down indoors <end>,757
"<start> Soccer players, during a night game, doing a victory dance and hug. <end>",3318
<start> a person hops over an obstacle in a tv show <end>,226
<start> How t make a toasted egg and cheese sandwich in a toaster. <end>,2441
<start> Young men with blazers hoist trophy cup from Barclays <end>,3900
"<start> Two young kitties are licking each other, in their container. <end>",3476
<start> Large woman with short arms makes stirring motions with her hands <end>,4691
<start> Asian guys in dance lessons on a gym floor. <end>,2751
<start> wrestler jumping of the surrounding steel cage in sports stadium <end>,1463
<start> Attractive Asian woman shouts something to another Asian woman and audience applauds <end>,2027
<start> in a football hall the goalkeeper hit the red player <end>,1826
<start> White and gray cat drinks water from a sink faucet <end>,4709
<start> man presses through his hair in a tv show <end>,1083
<start> 4 kittens move to the music <end>,2860
<start> asian boy laughing in a room <end>,1736
<start> Women are in a ladies room arguing with one another. <end>,2876
<start> Finding Nemo movie clip with two fish. <end>,2119
<start> a dog with glasses sits in a car <end>,581
<start> A young Asian guy eats a lolly pop and talks. <end>,3163
<start> Person in blue spots outfit does series of back flips <end>,3529
"<start> A black dog is hugging a white dog, in the park. <end>",4780
<start> a man carries a boy through a locker <end>,935
<start> man shows 2 fingers on a stage <end>,1706
<start> Woman in bedroom wearing bra complains about price of bottled water <end>,2795
<start> Three young women gyrate and dance and then scream <end>,2000
"<start> person grabs mike from man being interviewed, and is pulled away <end>",2963
"<start> Outside, a bear cub is shaking its head. <end>",5059
<start> Young asian actor doing a try-out on camera in home setting. <end>,3488
"<start> Dancers, in various settings, and astronauts boarding their craft, to music track. <end>",2028
<start> a man is spinning with a woman in his arms indoors <end>,805
<start> Two young males dressed in sport jerseys on stage holding microphones <end>,4434
<start> Young men are sitting around a table eating. <end>,2281
<start> An older man talking to a young woman. <end>,3234
<start> Hand draws and colors letters that then rise from page as balloons. <end>,4572
<start> a man on the street falls while skating <end>,251
<start> A black cat rolls in one dollar bills. <end>,5205
<start> man clotheslines another and they fall in swimming pool <end>,2322
"<start> Young man walks to open bus door, followed by adult man. <end>",2005
<start> Multiple kittens nod heads up and down together <end>,2860
"<start> Dancing christmas elves surrounded by cats, dancing on a music video. <end>",2101
<start> two asian guys talking to microphone on a stage <end>,1726
<start> A girl and a toddler are moving down a sling. <end>,3528
<start> A man is talking and making faces while music is playing. <end>,2272
<start> A small dog dances on a rocking chair inside <end>,4736
<start> a man styles other mans hair outdoors <end>,889
"<start> Young attractive caucasian girl singing, in costume and on stage. <end>",3457
<start> on a beach red clouds above waves <end>,183
<start> Black newscaster is startled when sparks drop down onto his head <end>,4056
<start> Girl in gym runs toward apparatus and hits body into it <end>,2590
<start> asian guy reaching out his hand for a hat <end>,1479
<start> a huge crowd weaving flags in a soccer stadium <end>,166
<start> a person wearing a costume and holding a chainsaw <end>,454
<start> gold balls hanging on chains undulate <end>,2366
<start> 2 men are holding hands on a stage <end>,1571
<start> Asian female performer talks as male musician plays the drum behind her <end>,2239
<start> Two gulf balls run and one goes into the hole. <end>,2952
<start> children hug each other indoors at daytime <end>,1392
<start> several persons moving their body's in a living room in the evening <end>,639
<start> A person playing a guitar and while a dog is hitting jars. <end>,2473
<start> a liquid gets poured and changes its aggregate state in a room <end>,1048
<start> lady gaga giving an acceptance speech on a stage <end>,936
<start> An audience of people at a live concert. <end>,2458
<start> two people sleeping in a small bed <end>,3426
<start> kid throws a stick away outdoors at daytime <end>,924
"<start> A new baby is awakened, gently, and smiles at his parents. <end>",4911
<start> Music video of a man and a woman kissing. <end>,2494
<start> a man shakes a bottle indoors at daytime <end>,1872
<start> multiple persons stand in a sports hall <end>,1811
"<start> A baby boy is dancing while eating popcorn, <end>",2471
<start> a half naked Asian man swings in a bar in a playground <end>,2541
<start> a man jumps over a driving car on a building at daytime <end>,1807
<start> an asian young man inside a room is talking and smiling. <end>,1651
<start> A young African child wearing sunglasses is dancing inside a car. <end>,4110
<start> a group of people sitting on a stage <end>,492
<start> two boys fist bumping next to a table <end>,1345
<start> a football player tackles another football player on a football field <end>,1118
<start> a white eraser is moved in circles on a sheet of paper <end>,696
<start> on a podium a european man with guitar is talking <end>,157
"<start> A Japanese girl, in a sari, quoting lines and looking skyward. <end>",2224
<start> Professional baseball players celebrate on the field <end>,4701
<start> a black man pets a persons head <end>,726
<start> in a living room a collection of shoes is shown <end>,1142
<start> multiple chinese men dance together and move their bodies in an entrance <end>,1776
<start> 2 males gather items from the garden <end>,2382
<start> a man presses through his hairs indoors <end>,1893
<start> a boy breaks his arm while dancing <end>,1592
<start> A female dressed in red pants making provocative gesture against table <end>,4503
<start> a person in a backstage area runs across the area <end>,85
<start> white guy spitting water on a stage <end>,847
<start> multiple women sing in a studio <end>,246
<start> a black cat walks towards the camera on a meadow at daytime. <end>,1385
<start> dog looking through the gap at a partially opened door at daytime <end>,317
<start> asian woman whose haircut keeps changing <end>,1145
<start> One Female is directing other young participants. <end>,2660
<start> young walks and turn at home <end>,1205
<start> Scenes of kids doing different things. <end>,2546
<start> A group of people with sign are dancing outside <end>,4756
"<start> Sand pipers peck at sand, then race ahead of incoming foam. <end>",4287
<start> a man pulls another man on a stage <end>,1525
<start> Something comes alive on a table. <end>,2413
"<start> A young women dancing to music while people cheer her on, <end>",3154
<start> person falling to the floor in a supermarket <end>,344
<start> Time lapse evolution of a drawing form sketch to completion. <end>,2076
<start> a woman and a man are looking at each other <end>,754
<start> Clips of an Ostrich skiing on snow. <end>,2232
<start> a man shouts in a stadium at night <end>,718
"<start> As equipment moves, man dances at outdoor construction site. <end>",4382
<start> Newscaster in suit shouts to camera <end>,4638
<start> a dog wears a cap and sun glasses indoors at daytime <end>,498
<start> A young black male standing at a kitchen counter begins dancing. <end>,4773
<start> Overhead view of burning suburban house that then explodes <end>,4697
<start> asian person wearing a mask looking into the camera inside <end>,702
<start> 2 women hold swimming rings on a platform at daytime <end>,472
<start> 2 women dance on a beach <end>,448
<start> tennis players play on a tennis court at daytime <end>,1737
<start> A comedy routine acted by a famous actor. <end>,2884
<start> Several young asian males fooling around on stage at an indoor venue <end>,4610
<start> A white male is singing while playing a white piano outside <end>,4319
<start> Several young males and females kissing <end>,2712
<start> a man is wearing a bathrobe <end>,1038
<start> A young asian couple are performing a dance routine on stage. <end>,5224
"<start> A young man is working a weight system, in a spa. <end>",2934
<start> several people celebrating in a sports stadium <end>,808
<start> a person is poorly reenacting the pixar movie intro <end>,1178
<start> Two young me talking into the camera. <end>,2197
<start> a man and a woman stand there and hold a microphone <end>,1354
<start> Child makes repetitive noises using back of hand against open mouth. <end>,2395
<start> soccer player runs on a soccer field <end>,474
<start> soccer players are cheering on a soccer field <end>,1908
<start> five men singing in a car <end>,2499
<start> A young asian male is dancing in water next to a bridge <end>,4710
<start> Tall black man moves through several players and dunks basketball outdoors <end>,3241
<start> White guy jumps around with Masai men on sand in sunshine <end>,2506
<start> two woman cleaning dishes in a kitchen in the evening <end>,1834
<start> Young females wearing sport jerseys running through hallway <end>,4401
<start> in a festival hall a group of woman perform a dance <end>,1042
<start> A young caucasian girl hits another one accidentally. <end>,5371
<start> a soccer player ties shoelaces on a soccer field at daytime <end>,886
<start> a woman in a sports hall does backflips <end>,1139
<start> a man is wearing a backpack <end>,792
<start> a teacup pig is running on grass turf <end>,907
<start> Small child shows off his watermelon selection <end>,2347
<start> Person raiding a huge ball and jumping on and off. <end>,3973
<start> man hits another man in a mall <end>,339
<start> a woman light gases in classroom <end>,288
<start> Basketball player leaps over standing man to dunk ball in basket <end>,1926
<start> In a bedroom three white males are wishing a fourth happy birthday' <end>,5323
<start> a chinese woman wobble her breast <end>,1240
<start> a woman shows her tongue indoors <end>,378
<start> a hedgehog is walking through a meadow during daytime. <end>,1749
"<start> A girl with magenta towel on her head, sticking out her tongue. <end>",3491
<start> baseball player catches a ball on a baseball field at daytime <end>,1221
<start> two men boxing on the street in front of a sign <end>,2055
<start> a small dog barks with low voice. <end>,973
<start> Two persons are jumping in the air for a free fall. <end>,4147
"<start> A young man is talking to a child, sitting on a sofa. <end>",2805
<start> A music video with various scenes of young women. <end>,2437
<start> a person with pink hair is wearing a hat <end>,1347
<start> Asian female cheerleaders practicing their routine. <end>,3442
<start> An Asian man talking to another <end>,3392
"<start> A very small girl gymnast, in a gym, doing an unsupported backflip. <end>",2758
<start> man holds his cheek in a tv show <end>,999
<start> a man tries to mediate on a basketball field <end>,149
"<start> Protestors wearing mostly red outfits, are cheering in a crowd. <end>",4912
<start> A person screaming into the camera. <end>,3166
<start> a man touches the back of a woman on stage <end>,944
<start> soccer players jump on a soccer field <end>,918
<start> basketball player scoring with one handed dunk on a basketball field <end>,1239
"<start> A captive owl, on a perch, sees something that makes him ""whooo"". <end>",4894
<start> A coordinated gymnastics floor exercise exhibition with two participants. <end>,2128
"<start> An old man wearing a red hat, is singing. <end>",2885
<start> a group of people playing a basketball match <end>,871
<start> a group of young Asian women seated in a room laughing <end>,3379
"<start> Toddler, in room, talking to camera and making gestures. <end>",2035
<start> a man jumping on top of a car on a road <end>,975
<start> Man dances in empty room with a pink spotlit chair behind him <end>,2625
"<start> A black dog is licking the sofa, in a room. <end>",4368
<start> black guy getting surprised in a room <end>,691
"<start> Young woman ""shakes her booty"" in very skimpy clothes in narrow hallway. <end>",2992
<start> chinese woman in white clothes smile into the camera <end>,857
<start> Cat intently watches green and blue blobs descending in enclosed container. <end>,2418
<start> A little boy and a puppy giving each other five. <end>,2419
<start> a dog lies beside a baby <end>,516
<start> fat boy rapping at a film set <end>,971
<start> Young males inside wondering where babies come from. <end>,4688
"<start> young girl speaks, waves arms, with red-trim counter with green chairs behind <end>",2284
"<start> One guy in bed, is listening to another guy singing. <end>",3113
<start> a woman does a pole dance <end>,324
<start> people in a stadium stand beside their seats <end>,1855
<start> a young man singing and dancing outside of a house <end>,2605
<start> an asian boy shows some toys and starts crying. <end>,267
<start> People cooking in an outdoor food area. <end>,3276
<start> A boy is hitting a girl in the class. <end>,2966
<start> multiple persons of a team appear with different numbers <end>,1215
<start> Two men on a basketball court shaking and doing hand movements. <end>,3209
<start> young females demonstrate eye makeup techniques <end>,2383
<start> There are people outside splashing in a pool during the day. <end>,3998
<start> a girl throws a bag outdoors at daytime <end>,176
<start> in a zoo a woman touch a panel and a shark arises <end>,423
<start> A girl with a hat on singing. <end>,2866
<start> a man suddenly turns around his head <end>,1227
<start> A music video with different scenes in it. <end>,2364
<start> 5 females recognized for their service <end>,2844
<start> a black man speaks outdoors to the camera looking downwards <end>,1666
<start> A golfer hitting balls at a range i night time.s <end>,3946
<start> A women in a car is talking. <end>,3245
<start> Asian males at a market eating fruit <end>,4324
<start> a man touches himself on a stage <end>,981
<start> a person is laughing by showing some pictures <end>,1260
<start> A little girl is singing in a bathtub filled with suds. <end>,2359
<start> A swimmer holding a ball gives a thumbs up. <end>,2552
<start> an action figure is rotating on his head via stop motion <end>,1286
<start> a bicycle handlebar moves towards water <end>,611
<start> woman cries in a tv show <end>,1530
<start> A Dodger baseball player does pushups and then stands up <end>,3840
<start> a large group of female gymnasts performing their routines on stage <end>,2953
<start> A soccer team picture at an indoor studio <end>,4514
<start> A red uniformed soccer player takes off his shorts during the game. <end>,4690
<start> A cat jumping across a kitchen floor on its hind legs. <end>,2235
<start> a man scratching his back in a living room <end>,1055
<start> Two teams of volleyball players are playing in a gym. <end>,3934
<start> A boy wearing blue tops is crying in front of the camera. <end>,3875
<start> Large-mouthed dark fish is swimming toward underwater camera. <end>,2307
<start> Different couples are hugging each other. <end>,2220
<start> Young females at an inside location greet each other and take selfie. <end>,4647
<start> man cries in a tv show <end>,87
<start> a woman falls off a tricycle <end>,411
<start> 3 small dogs are cuddling each other on a carpet. <end>,1287
<start> a woman dances and sings onstage <end>,77
<start> a raccoon jumps at a man outside at daytime <end>,1607
<start> 2 women are talking to each other in a room. <end>,235
<start> Three sport cars drive abreast down marked highway <end>,2298
<start> men are going through a crowd <end>,1832
<start> man kicks a ball outdoors at daytime <end>,941
<start> a football player makes a one-handed catch during a game <end>,644
"<start> In car, male lifts headpiece off girls head and she objects. <end>",4037
<start> asian guy singing into microphone in a dark surrounding <end>,108
<start> A kitten sitting in its bed playing with is tail. <end>,5195
<start> Jamie Fox is performing at a piano on stage. <end>,4935
<start> Four young Asians talk to the camera <end>,3182
<start> a man scare other people behind a window at daytime <end>,1157
<start> Black child being rescued in swimming pool. <end>,3400
<start> asian persons dancing in a dance hall at daytime <end>,1762
<start> Fans are dancing in the stands of music or sports event. <end>,4641
<start> Man stands by yellow refrigerator from EMBG <end>,3007
<start> Child holds container of watermelon bits and talks. <end>,2347
"<start> Lemur sits, looks straight ahead, then drops head to cuddle on leg. <end>",3905
<start> a basketball player gesticulates wildly while going backwards on a basketball court <end>,139
<start> two woman cuddling in a dressing room <end>,91
<start> Two Asian young men dance in front of color-changing background <end>,3888
<start> Men in military outfits are talking to a crowd of people. <end>,2844
<start> A cat pushes a toy across the floor. <end>,2262
"<start> Young male introducing someone: ""next up, guys, we have Alexia..."": <end>",2944
<start> Pool game of water polo in boats and two boats collide. <end>,4547
<start> men are boating on a river at daytime <end>,309
<start> pony slowly walking on the paddock of an island at daytime <end>,368
<start> a person tries to feed a woman <end>,1027
"<start> A drummer, wearing brown t-shirt, is beating the drums. <end>",4444
<start> an asian man in a colorful room sings <end>,1694
<start> two asian guys carrying each other in a room <end>,742
<start> Man does gymnastics on long trampoline <end>,1995
<start> A man in a hat is talking to someone. <end>,3104
<start> A women playing a round with a spoon stuck to her eye. <end>,3117
<start> 3 asian woman in a living room sit at a table <end>,688
<start> A group of girls is dancing and playing by a swimming pool. <end>,4042
<start> woman moves her body on another person <end>,840
<start> a man playing a guitar with a dog in his lap <end>,2967
"<start> Three black boys are dancing in a parking lot at night, <end>",5321
<start> 3 men are dancing in a room <end>,1517
<start> a man jumps out of a driving train <end>,762
<start> a group of women dancing on a stage <end>,812
<start> 2 girls sits in a hammock at daytime <end>,1021
<start> A young women interacting with a large bird in a white cage. <end>,3240
<start> Egg is place in boiling water then person uses smart phone <end>,3421
<start> a toddler boy with blond hair seating on a chair making sounds <end>,2035
<start> a soccer player dodges another player on a soccer field at night <end>,1755
<start> in a hall 4 chinese men probe a dance <end>,1857
<start> a woman says something into a microphone in front of people <end>,607
<start> Person chooses package from kitchen storage unit and throws it on floor. <end>,4272
<start> two man talking while sitting in a bedroom <end>,1122
<start> on a sidewalk a dog with red collar carry a package <end>,1128
"<start> Near white trailers, one man walks past another and hits his nose <end>",4781
<start> A woman with a white coat on is dancing on stage. <end>,2175
<start> A Blue Jays pro.baseball player hits a home run during a game. <end>,5049
<start> a group of people in a hall does a salto synchronously <end>,1563
<start> White chow dog nuzzles chow puppy. <end>,3781
"<start> A flame is rising up from a circle of blue fans, outdoors. <end>",4377
"<start> 2 smoking men are shown, one at a time. <end>",537
<start> basketball player falling down after throw in a basketball stadium <end>,1216
<start> A man is running off the field. <end>,2832
"<start> Girl repeats ""no"" to camera then something hits her <end>",2194
"<start> Young man, with ABC News sign in background, declines to continue interview <end>",2069
<start> Two men in tuxedos holding awards take a selfie <end>,3671
<start> Man using snowboard in sand fall over <end>,3450
<start> Kitten licking his paws and getting comfy. <end>,3961
<start> several people walking down a staircase on a stage <end>,4
<start> Baseball player trying to make base before the ball reaches it. <end>,3368
<start> Young boy seated cries and calls out in French. <end>,3875
<start> A women on a field outside doing flips. <end>,3120
<start> Three dogs trying to catch a stick. <end>,2302
<start> 2 people sitting at a table <end>,1350
<start> Tw boys throwing snowballs at each other while on-lookers enjoy the scene. <end>,4890
<start> Two asian males are riding on public transportation <end>,4735
<start> A group of motorcyclists is driving on a road down the highway. <end>,4454
<start> 2 persons dance in a kitchen <end>,1617
<start> A man and a woman are dancing to music. <end>,4363
<start> multiple chinese persons walk in an indoor place <end>,1171
<start> 2 persons are kissing in a room <end>,491
<start> a boy slips in a garden at daytime <end>,1549
<start> Images of a young black boy talking to his dad. <end>,2166
"<start> Asian add for ""Sugai""in which performers make musical moves. <end>",2369
<start> looking at the neckline of a european woman with green clothes <end>,1683
<start> Young man concerned with Black Cat <end>,2384
"<start> On stage, two performers dressed in gray, embrace each other. <end>",5187
<start> Video out-takes of an actress in various movie scenes <end>,2771
<start> Three musicians talk to the concert audience between sets <end>,3185
<start> A group of men sitting inside watching a Game of Thrones video <end>,4748
<start> In basketball stadium a blue-shirted player is angry and storms toward sideline. <end>,3028
<start> a young girl jumping over obstacles <end>,751
"<start> Heavy young boy, shirtless, runs down a hall with colored lights flashing <end>",2768
<start> a group of men playing a basketball match in a sports hall <end>,600
<start> two asian people sitting on chairs in a tv studio <end>,526
"<start> scenes of couples kissing, touching and looking at each other romantically <end>",2948
<start> Gymnastic flips shown in unison by male and female. <end>,4337
<start> in a bedroom a young woman deform her face to smile <end>,1656
<start> a man getting a pie in his face during a tv show <end>,963
<start> Congratulatory hug after a victory by James. <end>,2202
<start> Someone's hand is turning a record on a turntable. <end>,5270
<start> a woman sings and makes letters with her hair at home <end>,1605
<start> Man wearing NBA Champs hat lifts trophy into the air <end>,3031
<start> Blonde woman sits with folded arms and wipes her eyes <end>,4463
<start> young female walking around sports car <end>,3021
<start> Man mike talks or yells then pounds table surface next to him. <end>,4367
<start> A woman dancing in a room. <end>,2498
"<start> On a stage, a man is pulled off while others perform. <end>",5391
<start> a golden woman walks towards a car <end>,153
<start> Someone is holding a small camera while a video is being shown. <end>,2456
<start> Seven men individually tossing a basketball into the hoop. <end>,3158
<start> Several white objects drop on man seated behind news desk who flinches. <end>,4056
"<start> in the daytime, a person slips and jumps into the lake <end>",704
<start> A video of dolphins swimming in the ocean during the day <end>,4695
<start> 8 men move their arms on a stage <end>,55
<start> a man gets slapped in the face in a car at daytime <end>,745
<start> man brushes his teeth indoors at daytime <end>,1232
<start> a young girl getting splashed with water <end>,1471
<start> Soccer player running the entire field and making a corner goal shot. <end>,2132
"<start> Phillies left hand hitter, hitting a home run during a daytime game. <end>",2719
<start> a piece of coin changes its color <end>,1112
<start> Man lying in bed turns his cell phone over to front <end>,3411
<start> on a dance floor a young boy with sunglasses is dancing <end>,1492
<start> multiple women sing and dance onstage <end>,895
<start> four men in a TV show clapping and laughing <end>,2816
<start> Young girl is doing a video impression and her friend laughing hysterically. <end>,2904
<start> a man splashes an energy drink into his nose indoors <end>,22
<start> 3 asian woman move their hands and arms <end>,1087
<start> a man plays a guitar indoors <end>,778
<start> A man is sitting in a chair with an audience behind him. <end>,2857
<start> A group of young people are dancing in a gym. <end>,3930
"<start> In gym, guy pulls handle of weight stack <end>",2934
<start> Four young asian males outside during the day down a drink together <end>,4439
<start> A young asian is looking out of a window at night <end>,4770
<start> a goat is running through a flat at daytime. <end>,1868
<start> Young Asian girl in red costume with headdress sings into camera. <end>,2839
<start> Men in a soccer outfit in a stadium practicing and playing soccer. <end>,4815
<start> A reporter interviewing a football player on the field after night game <end>,4706
<start> A cat is sitting at a counter with a women speaking. <end>,3248
<start> Pro Basketball player is knocked down by opponent and fight breaks out <end>,3009
<start> Some people are in an area scaring and chasing a dog. <end>,2284
<start> dog lies down on a bed <end>,375
<start> a dog moves his legs outdoors at daytime <end>,353
"<start> Orange suited hockey player sticks a red suited player, knocking him down. <end>",3979
<start> A man in a music video doing push ups. <end>,3135
<start> white guy singing in front of a black screen <end>,1802
<start> A man sitting on a chair on stage is singing. <end>,2853
<start> a boy sleeps on his table in a classroom <end>,316
<start> A woman is looking into the camera. <end>,2233
<start> asian man doing a grimace in a big room at daytime <end>,1182
<start> puppy with tater tot growls and snaps at finger <end>,2807
<start> a woman makes strange noises in a tv show <end>,239
<start> 2 team opponents engage in fighting. Team members engage in picture taking <end>,2315
"<start> Three girls exercise ix with their behind up, in the street. <end>",2965
<start> Two gymnastic perform a series of flips as other look on <end>,2128
